sentence,classification,prev2,prev1,next1,next2
I believe- and excuse my ignorance- Fiona could probably help with this.,i,know I don't know what?,so it went out.,"Come on up, we're gonna bring her up, okay, I just feel like we've never done this before.","Right, is this the first time for the?"
"Come on up, we're gonna bring her up, okay, I just feel like we've never done this before.",b,so it went out.,I believe- and excuse my ignorance- Fiona could probably help with this.,"Right, is this the first time for the?","I'm sorry, you'll have to introduce yourself, Fiona Kalman, DBA for Public Safety at the Pittsburgh Bureau of Police."
"Right, is this the first time for the?",i,I believe- and excuse my ignorance- Fiona could probably help with this.,"Come on up, we're gonna bring her up, okay, I just feel like we've never done this before.","I'm sorry, you'll have to introduce yourself, Fiona Kalman, DBA for Public Safety at the Pittsburgh Bureau of Police.",So this is like.
"I'm sorry, you'll have to introduce yourself, Fiona Kalman, DBA for Public Safety at the Pittsburgh Bureau of Police.",p,"Come on up, we're gonna bring her up, okay, I just feel like we've never done this before.","Right, is this the first time for the?",So this is like.,I don't remember seeing one of these bills before.
So this is like.,i,"Right, is this the first time for the?","I'm sorry, you'll have to introduce yourself, Fiona Kalman, DBA for Public Safety at the Pittsburgh Bureau of Police.",I don't remember seeing one of these bills before.,is this a new thing for us That the police department has done?
I don't remember seeing one of these bills before.,i,"I'm sorry, you'll have to introduce yourself, Fiona Kalman, DBA for Public Safety at the Pittsburgh Bureau of Police.",So this is like.,is this a new thing for us That the police department has done?,"Yeah, Yeah."
is this a new thing for us That the police department has done?,i,So this is like.,I don't remember seeing one of these bills before.,"Yeah, Yeah.","so we did go out nationally on OpenGov, bid out and then made sure that we met all compliances, and that has taken the process a lot more months than it typically would, but check the boxes and do what we could."
"Yeah, Yeah.",i,I don't remember seeing one of these bills before.,is this a new thing for us That the police department has done?,"so we did go out nationally on OpenGov, bid out and then made sure that we met all compliances, and that has taken the process a lot more months than it typically would, but check the boxes and do what we could.","So again, I don't know why I'm asking these questions, but it's new and it's interesting, Is it that they're gonna be filming here And so they're making shorts, and not necessarily in this room, but in Pittsburgh, Yes, Yes, With our officers."
"so we did go out nationally on OpenGov, bid out and then made sure that we met all compliances, and that has taken the process a lot more months than it typically would, but check the boxes and do what we could.",i,is this a new thing for us That the police department has done?,"Yeah, Yeah.","So again, I don't know why I'm asking these questions, but it's new and it's interesting, Is it that they're gonna be filming here And so they're making shorts, and not necessarily in this room, but in Pittsburgh, Yes, Yes, With our officers.","Yes, Yes, As far as what it's gonna look like, I don't know why it's entertaining."
"So again, I don't know why I'm asking these questions, but it's new and it's interesting, Is it that they're gonna be filming here And so they're making shorts, and not necessarily in this room, but in Pittsburgh, Yes, Yes, With our officers.",b,"Yeah, Yeah.","so we did go out nationally on OpenGov, bid out and then made sure that we met all compliances, and that has taken the process a lot more months than it typically would, but check the boxes and do what we could.","Yes, Yes, As far as what it's gonna look like, I don't know why it's entertaining.","Okay, everybody's laughing, it's not just me, okay."
"Yes, Yes, As far as what it's gonna look like, I don't know why it's entertaining.",i,"so we did go out nationally on OpenGov, bid out and then made sure that we met all compliances, and that has taken the process a lot more months than it typically would, but check the boxes and do what we could.","So again, I don't know why I'm asking these questions, but it's new and it's interesting, Is it that they're gonna be filming here And so they're making shorts, and not necessarily in this room, but in Pittsburgh, Yes, Yes, With our officers.","Okay, everybody's laughing, it's not just me, okay.","Okay, so it's a recruitment video and we're paying 30,000 from a grant, so we're not really anything out of pocket, and hopefully it'll help with recruitment because it'll get on social media or digital media or someplace, And the company that we're going with, Yeah, We've also produced police videos for other cities as well, so they're qualified And it works, Hoping it works."
"Okay, everybody's laughing, it's not just me, okay.",i,"So again, I don't know why I'm asking these questions, but it's new and it's interesting, Is it that they're gonna be filming here And so they're making shorts, and not necessarily in this room, but in Pittsburgh, Yes, Yes, With our officers.","Yes, Yes, As far as what it's gonna look like, I don't know why it's entertaining.","Okay, so it's a recruitment video and we're paying 30,000 from a grant, so we're not really anything out of pocket, and hopefully it'll help with recruitment because it'll get on social media or digital media or someplace, And the company that we're going with, Yeah, We've also produced police videos for other cities as well, so they're qualified And it works, Hoping it works.","yeah, we plan on having it work, But it worked in the other cities."
"Okay, so it's a recruitment video and we're paying 30,000 from a grant, so we're not really anything out of pocket, and hopefully it'll help with recruitment because it'll get on social media or digital media or someplace, And the company that we're going with, Yeah, We've also produced police videos for other cities as well, so they're qualified And it works, Hoping it works.",i,"Yes, Yes, As far as what it's gonna look like, I don't know why it's entertaining.","Okay, everybody's laughing, it's not just me, okay.","yeah, we plan on having it work, But it worked in the other cities.","Yeah, Oh, okay, That's great, all right."
"yeah, we plan on having it work, But it worked in the other cities.",i,"Okay, everybody's laughing, it's not just me, okay.","Okay, so it's a recruitment video and we're paying 30,000 from a grant, so we're not really anything out of pocket, and hopefully it'll help with recruitment because it'll get on social media or digital media or someplace, And the company that we're going with, Yeah, We've also produced police videos for other cities as well, so they're qualified And it works, Hoping it works.","Yeah, Oh, okay, That's great, all right.",so I'm just thanks for answering my questions.
"Yeah, Oh, okay, That's great, all right.",i,"Okay, so it's a recruitment video and we're paying 30,000 from a grant, so we're not really anything out of pocket, and hopefully it'll help with recruitment because it'll get on social media or digital media or someplace, And the company that we're going with, Yeah, We've also produced police videos for other cities as well, so they're qualified And it works, Hoping it works.","yeah, we plan on having it work, But it worked in the other cities.",so I'm just thanks for answering my questions.,"I was just, you know, like I said, it's new, and so I was just curious how it was gonna work."
so I'm just thanks for answering my questions.,i,"yeah, we plan on having it work, But it worked in the other cities.","Yeah, Oh, okay, That's great, all right.","I was just, you know, like I said, it's new, and so I was just curious how it was gonna work.","Okay, Thank you."
"I was just, you know, like I said, it's new, and so I was just curious how it was gonna work.",i,"Yeah, Oh, okay, That's great, all right.",so I'm just thanks for answering my questions.,"Okay, Thank you.","Yeah, that's all I have, Mr Chair."
"Okay, Thank you.",i,so I'm just thanks for answering my questions.,"I was just, you know, like I said, it's new, and so I was just curious how it was gonna work.","Yeah, that's all I have, Mr Chair.","Thank you, Councilman."
"Yeah, that's all I have, Mr Chair.",i,"I was just, you know, like I said, it's new, and so I was just curious how it was gonna work.","Okay, Thank you.","Thank you, Councilman.","Sorry, There's nothing worse than a poorly timed, so I'll let you tickle."
"Thank you, Councilman.",i,"Okay, Thank you.","Yeah, that's all I have, Mr Chair.","Sorry, There's nothing worse than a poorly timed, so I'll let you tickle.",So I'm interested in this.
"Sorry, There's nothing worse than a poorly timed, so I'll let you tickle.",i,"Yeah, that's all I have, Mr Chair.","Thank you, Councilman.",So I'm interested in this.,"I think we all are interested because it's a new thing, But I'm really glad to see you know."
So I'm interested in this.,i,"Thank you, Councilman.","Sorry, There's nothing worse than a poorly timed, so I'll let you tickle.","I think we all are interested because it's a new thing, But I'm really glad to see you know.","I think the last I heard is that we're starting to see recruitment number or the number of applicants, I should say, starting to go up again, which Correct, I believe is great."
"I think we all are interested because it's a new thing, But I'm really glad to see you know.",i,"Sorry, There's nothing worse than a poorly timed, so I'll let you tickle.",So I'm interested in this.,"I think the last I heard is that we're starting to see recruitment number or the number of applicants, I should say, starting to go up again, which Correct, I believe is great.",Can you talk to us about that at all?
"I think the last I heard is that we're starting to see recruitment number or the number of applicants, I should say, starting to go up again, which Correct, I believe is great.",i,So I'm interested in this.,"I think we all are interested because it's a new thing, But I'm really glad to see you know.",Can you talk to us about that at all?,"Sure, and I don't have the exact numbers, but kind of as a rough example, this, you know: past month, at the civil service examination that's tested monthly, we had roughly 170 people sign up to take it."
Can you talk to us about that at all?,i,"I think we all are interested because it's a new thing, But I'm really glad to see you know.","I think the last I heard is that we're starting to see recruitment number or the number of applicants, I should say, starting to go up again, which Correct, I believe is great.","Sure, and I don't have the exact numbers, but kind of as a rough example, this, you know: past month, at the civil service examination that's tested monthly, we had roughly 170 people sign up to take it.","i think 90 actually showed up, which is over double what we've seen in months prior."
"Sure, and I don't have the exact numbers, but kind of as a rough example, this, you know: past month, at the civil service examination that's tested monthly, we had roughly 170 people sign up to take it.",i,"I think the last I heard is that we're starting to see recruitment number or the number of applicants, I should say, starting to go up again, which Correct, I believe is great.",Can you talk to us about that at all?,"i think 90 actually showed up, which is over double what we've seen in months prior.","so too early to celebrate completely, but it seems our recruitment team, recruitment efforts are starting to bear fruit."
"i think 90 actually showed up, which is over double what we've seen in months prior.",i,Can you talk to us about that at all?,"Sure, and I don't have the exact numbers, but kind of as a rough example, this, you know: past month, at the civil service examination that's tested monthly, we had roughly 170 people sign up to take it.","so too early to celebrate completely, but it seems our recruitment team, recruitment efforts are starting to bear fruit.","that's that's something, something you should, you know, applaud yourself for and and the team that's working on this."
"so too early to celebrate completely, but it seems our recruitment team, recruitment efforts are starting to bear fruit.",i,"Sure, and I don't have the exact numbers, but kind of as a rough example, this, you know: past month, at the civil service examination that's tested monthly, we had roughly 170 people sign up to take it.","i think 90 actually showed up, which is over double what we've seen in months prior.","that's that's something, something you should, you know, applaud yourself for and and the team that's working on this.","that's quite, you know, really something to celebrate here."
"that's that's something, something you should, you know, applaud yourself for and and the team that's working on this.",i,"i think 90 actually showed up, which is over double what we've seen in months prior.","so too early to celebrate completely, but it seems our recruitment team, recruitment efforts are starting to bear fruit.","that's quite, you know, really something to celebrate here.","i, you know i think i've told the story at the table before, but i was in new york in the fall and i saw, you know, i was riding the subway and i saw advertisements like they have in their in their subway saying come join the police force."
"that's quite, you know, really something to celebrate here.",i,"so too early to celebrate completely, but it seems our recruitment team, recruitment efforts are starting to bear fruit.","that's that's something, something you should, you know, applaud yourself for and and the team that's working on this.","i, you know i think i've told the story at the table before, but i was in new york in the fall and i saw, you know, i was riding the subway and i saw advertisements like they have in their in their subway saying come join the police force.",but it was come join the police force in atlanta.
"i, you know i think i've told the story at the table before, but i was in new york in the fall and i saw, you know, i was riding the subway and i saw advertisements like they have in their in their subway saying come join the police force.",i,"that's that's something, something you should, you know, applaud yourself for and and the team that's working on this.","that's quite, you know, really something to celebrate here.",but it was come join the police force in atlanta.,atlanta was advertising in new york subways.
but it was come join the police force in atlanta.,i,"that's quite, you know, really something to celebrate here.","i, you know i think i've told the story at the table before, but i was in new york in the fall and i saw, you know, i was riding the subway and i saw advertisements like they have in their in their subway saying come join the police force.",atlanta was advertising in new york subways.,so this is is something that i think everybody's trying to figure out: how to be creative and and how to.
atlanta was advertising in new york subways.,i,"i, you know i think i've told the story at the table before, but i was in new york in the fall and i saw, you know, i was riding the subway and i saw advertisements like they have in their in their subway saying come join the police force.",but it was come join the police force in atlanta.,so this is is something that i think everybody's trying to figure out: how to be creative and and how to.,"you know, it's a nationwide issue."
so this is is something that i think everybody's trying to figure out: how to be creative and and how to.,i,but it was come join the police force in atlanta.,atlanta was advertising in new york subways.,"you know, it's a nationwide issue.","how do, how do we get to that point where we're, you know, keeping up with the joneses in terms of recruiting."
"you know, it's a nationwide issue.",i,atlanta was advertising in new york subways.,so this is is something that i think everybody's trying to figure out: how to be creative and and how to.,"how do, how do we get to that point where we're, you know, keeping up with the joneses in terms of recruiting.","so i'm i'm glad to see, you know, a video."
"how do, how do we get to that point where we're, you know, keeping up with the joneses in terms of recruiting.",i,so this is is something that i think everybody's trying to figure out: how to be creative and and how to.,"you know, it's a nationwide issue.","so i'm i'm glad to see, you know, a video.","i'll should probably use officer andre as your, as your, your actor here."
"so i'm i'm glad to see, you know, a video.",i,"you know, it's a nationwide issue.","how do, how do we get to that point where we're, you know, keeping up with the joneses in terms of recruiting.","i'll should probably use officer andre as your, as your, your actor here.","i i don't, i don't know, i'm just i, i don't know."
"i'll should probably use officer andre as your, as your, your actor here.",i,"how do, how do we get to that point where we're, you know, keeping up with the joneses in terms of recruiting.","so i'm i'm glad to see, you know, a video.","i i don't, i don't know, i'm just i, i don't know.","yeah, we're going to need volunteers."
"i i don't, i don't know, i'm just i, i don't know.",i,"so i'm i'm glad to see, you know, a video.","i'll should probably use officer andre as your, as your, your actor here.","yeah, we're going to need volunteers.","andre wright is, is your, your ham?"
"yeah, we're going to need volunteers.",i,"i'll should probably use officer andre as your, as your, your actor here.","i i don't, i don't know, i'm just i, i don't know.","andre wright is, is your, your ham?","so, but yeah, i mean, i i'm excited to see it and excited to see what comes out of this and i hope this bears fruit."
"andre wright is, is your, your ham?",i,"i i don't, i don't know, i'm just i, i don't know.","yeah, we're going to need volunteers.","so, but yeah, i mean, i i'm excited to see it and excited to see what comes out of this and i hope this bears fruit.","so cool idea, thank you, thank you."
"so, but yeah, i mean, i i'm excited to see it and excited to see what comes out of this and i hope this bears fruit.",i,"yeah, we're going to need volunteers.","andre wright is, is your, your ham?","so cool idea, thank you, thank you.",any further discussion?
"so cool idea, thank you, thank you.",i,"andre wright is, is your, your ham?","so, but yeah, i mean, i i'm excited to see it and excited to see what comes out of this and i hope this bears fruit.",any further discussion?,seeing none.
any further discussion?,b,"so, but yeah, i mean, i i'm excited to see it and excited to see what comes out of this and i hope this bears fruit.","so cool idea, thank you, thank you.",seeing none.,"just, just, real, quickly, i just wanted to add: would you send us once, if approved, today, which and then tuesday it'll be final."
seeing none.,i,"so cool idea, thank you, thank you.",any further discussion?,"just, just, real, quickly, i just wanted to add: would you send us once, if approved, today, which and then tuesday it'll be final.","would you send us all the, the actual product that you get?"
"just, just, real, quickly, i just wanted to add: would you send us once, if approved, today, which and then tuesday it'll be final.",i,any further discussion?,seeing none.,"would you send us all the, the actual product that you get?",can you just email that to us?
"would you send us all the, the actual product that you get?",i,seeing none.,"just, just, real, quickly, i just wanted to add: would you send us once, if approved, today, which and then tuesday it'll be final.",can you just email that to us?,is that how you do that or what you know?
can you just email that to us?,i,"just, just, real, quickly, i just wanted to add: would you send us once, if approved, today, which and then tuesday it'll be final.","would you send us all the, the actual product that you get?",is that how you do that or what you know?,like the video?
is that how you do that or what you know?,i,"would you send us all the, the actual product that you get?",can you just email that to us?,like the video?,"yeah, what?"
like the video?,i,can you just email that to us?,is that how you do that or what you know?,"yeah, what?","yeah, i'm sure."
"yeah, what?",i,is that how you do that or what you know?,like the video?,"yeah, i'm sure.","yeah, right, yeah, i'll be able to send and share and okay, good, yeah, probably a couple months down the road, but, yeah, right, yeah, yeah, i'm just saying like, so we could see it."
"yeah, i'm sure.",i,like the video?,"yeah, what?","yeah, right, yeah, i'll be able to send and share and okay, good, yeah, probably a couple months down the road, but, yeah, right, yeah, yeah, i'm just saying like, so we could see it.","yeah, that's it, okay, good, can the council?"
"yeah, right, yeah, i'll be able to send and share and okay, good, yeah, probably a couple months down the road, but, yeah, right, yeah, yeah, i'm just saying like, so we could see it.",i,"yeah, what?","yeah, i'm sure.","yeah, that's it, okay, good, can the council?","that's it for me, mr president, he wants to be in there."
"yeah, that's it, okay, good, can the council?",i,"yeah, i'm sure.","yeah, right, yeah, i'll be able to send and share and okay, good, yeah, probably a couple months down the road, but, yeah, right, yeah, yeah, i'm just saying like, so we could see it.","that's it for me, mr president, he wants to be in there.","well, i was going to pitch myself."
"that's it for me, mr president, he wants to be in there.",f,"yeah, right, yeah, i'll be able to send and share and okay, good, yeah, probably a couple months down the road, but, yeah, right, yeah, yeah, i'm just saying like, so we could see it.","yeah, that's it, okay, good, can the council?","well, i was going to pitch myself.","but i mean, you are the public safety."
"well, i was going to pitch myself.",f,"yeah, that's it, okay, good, can the council?","that's it for me, mr president, he wants to be in there.","but i mean, you are the public safety.",i think i'm available.
"but i mean, you are the public safety.",i,"that's it for me, mr president, he wants to be in there.","well, i was going to pitch myself.",i think i'm available.,"i mean, if you give me the dates and the times, i'll check my schedule."
i think i'm available.,i,"well, i was going to pitch myself.","but i mean, you are the public safety.","i mean, if you give me the dates and the times, i'll check my schedule.",people often think you do look like a concept.
"i mean, if you give me the dates and the times, i'll check my schedule.",i,"but i mean, you are the public safety.",i think i'm available.,people often think you do look like a concept.,you know what i might open that week.
people often think you do look like a concept.,i,i think i'm available.,"i mean, if you give me the dates and the times, i'll check my schedule.",you know what i might open that week.,"as a matter of fact, i pretend to be one."
you know what i might open that week.,i,"i mean, if you give me the dates and the times, i'll check my schedule.",people often think you do look like a concept.,"as a matter of fact, i pretend to be one.","yeah, you look like one."
"as a matter of fact, i pretend to be one.",i,people often think you do look like a concept.,you know what i might open that week.,"yeah, you look like one.","that's it, mr president."
"yeah, you look like one.",i,you know what i might open that week.,"as a matter of fact, i pretend to be one.","that's it, mr president.","sorry, we're gonna carry it away, thank you."
"that's it, mr president.",i,"as a matter of fact, i pretend to be one.","yeah, you look like one.","sorry, we're gonna carry it away, thank you.",i have one question: does this conflict in any way with our union cable workers?
"sorry, we're gonna carry it away, thank you.",i,"yeah, you look like one.","that's it, mr president.",i have one question: does this conflict in any way with our union cable workers?,i know the rfp went out a long time ago.
i have one question: does this conflict in any way with our union cable workers?,i,"that's it, mr president.","sorry, we're gonna carry it away, thank you.",i know the rfp went out a long time ago.,i know one of the concerns was the capability in terms of use of drones etc.
i know the rfp went out a long time ago.,i,"sorry, we're gonna carry it away, thank you.",i have one question: does this conflict in any way with our union cable workers?,i know one of the concerns was the capability in terms of use of drones etc.,i can't speak completely to that.
i know one of the concerns was the capability in terms of use of drones etc.,i,i have one question: does this conflict in any way with our union cable workers?,i know the rfp went out a long time ago.,i can't speak completely to that.,i don't know.
i can't speak completely to that.,i,i know the rfp went out a long time ago.,i know one of the concerns was the capability in terms of use of drones etc.,i don't know.,"thank you, any further discussion seeing none."
i don't know.,i,i know one of the concerns was the capability in terms of use of drones etc.,i can't speak completely to that.,"thank you, any further discussion seeing none.","all those in favor say aye, aye."
"thank you, any further discussion seeing none.",b,i can't speak completely to that.,i don't know.,"all those in favor say aye, aye.",any opposed affirmative recommendation.
"all those in favor say aye, aye.",i,i don't know.,"thank you, any further discussion seeing none.",any opposed affirmative recommendation.,"thank you for being here, thank you."
any opposed affirmative recommendation.,i,"thank you, any further discussion seeing none.","all those in favor say aye, aye.","thank you for being here, thank you.","thank you, guys, thanks."
"thank you for being here, thank you.",b,"all those in favor say aye, aye.",any opposed affirmative recommendation.,"thank you, guys, thanks.",that takes us to public works and infrastructure committee shared by councilman warwick.
"thank you, guys, thanks.",b,any opposed affirmative recommendation.,"thank you for being here, thank you.",that takes us to public works and infrastructure committee shared by councilman warwick.,our first new paper is bill 1663.
that takes us to public works and infrastructure committee shared by councilman warwick.,b,"thank you for being here, thank you.","thank you, guys, thanks.",our first new paper is bill 1663.,i'll be available.
our first new paper is bill 1663.,i,"thank you, guys, thanks.",that takes us to public works and infrastructure committee shared by councilman warwick.,i'll be available.,"bill 1663 resolution amending resolution number 615 of 2024, entitled."
i'll be available.,i,that takes us to public works and infrastructure committee shared by councilman warwick.,our first new paper is bill 1663.,"bill 1663 resolution amending resolution number 615 of 2024, entitled.",resolution authorizing the mayor of the city of pittsburgh and the director of the office of management and budget to apply for a grant from the pennsylvania department of community and economic development's multimodal transportation fund for the smallman street complete street project.
"bill 1663 resolution amending resolution number 615 of 2024, entitled.",i,our first new paper is bill 1663.,i'll be available.,resolution authorizing the mayor of the city of pittsburgh and the director of the office of management and budget to apply for a grant from the pennsylvania department of community and economic development's multimodal transportation fund for the smallman street complete street project.,"the grant proposal includes an ask of two million two hundred seventy nine thousand six hundred sixty two dollars and thirty cents, with a local match of one hundred seventeen thousand one hundred dollars from the 2024 capital budget for a total grant project cost of two million three hundred ninety six thousand seven hundred sixty two dollars and thirty cents."
resolution authorizing the mayor of the city of pittsburgh and the director of the office of management and budget to apply for a grant from the pennsylvania department of community and economic development's multimodal transportation fund for the smallman street complete street project.,i,i'll be available.,"bill 1663 resolution amending resolution number 615 of 2024, entitled.","the grant proposal includes an ask of two million two hundred seventy nine thousand six hundred sixty two dollars and thirty cents, with a local match of one hundred seventeen thousand one hundred dollars from the 2024 capital budget for a total grant project cost of two million three hundred ninety six thousand seven hundred sixty two dollars and thirty cents.",to accept the grant budget proposed.
"the grant proposal includes an ask of two million two hundred seventy nine thousand six hundred sixty two dollars and thirty cents, with a local match of one hundred seventeen thousand one hundred dollars from the 2024 capital budget for a total grant project cost of two million three hundred ninety six thousand seven hundred sixty two dollars and thirty cents.",i,"bill 1663 resolution amending resolution number 615 of 2024, entitled.",resolution authorizing the mayor of the city of pittsburgh and the director of the office of management and budget to apply for a grant from the pennsylvania department of community and economic development's multimodal transportation fund for the smallman street complete street project.,to accept the grant budget proposed.,treating his Settings: Austin capital project and promoting Open Med pequele hundred seventy-nin degrees.
to accept the grant budget proposed.,i,resolution authorizing the mayor of the city of pittsburgh and the director of the office of management and budget to apply for a grant from the pennsylvania department of community and economic development's multimodal transportation fund for the smallman street complete street project.,"the grant proposal includes an ask of two million two hundred seventy nine thousand six hundred sixty two dollars and thirty cents, with a local match of one hundred seventeen thousand one hundred dollars from the 2024 capital budget for a total grant project cost of two million three hundred ninety six thousand seven hundred sixty two dollars and thirty cents.",treating his Settings: Austin capital project and promoting Open Med pequele hundred seventy-nin degrees.,"absense of a graphic buyouts over over the like engineering, final design, right of way and construction phases of the planning process."
treating his Settings: Austin capital project and promoting Open Med pequele hundred seventy-nin degrees.,i,"the grant proposal includes an ask of two million two hundred seventy nine thousand six hundred sixty two dollars and thirty cents, with a local match of one hundred seventeen thousand one hundred dollars from the 2024 capital budget for a total grant project cost of two million three hundred ninety six thousand seven hundred sixty two dollars and thirty cents.",to accept the grant budget proposed.,"absense of a graphic buyouts over over the like engineering, final design, right of way and construction phases of the planning process.",title will be licensed between closer to testing steps and to moving or meeting the pre-short tapering project program.
"absense of a graphic buyouts over over the like engineering, final design, right of way and construction phases of the planning process.",i,to accept the grant budget proposed.,treating his Settings: Austin capital project and promoting Open Med pequele hundred seventy-nin degrees.,title will be licensed between closer to testing steps and to moving or meeting the pre-short tapering project program.,toARC.
title will be licensed between closer to testing steps and to moving or meeting the pre-short tapering project program.,i,treating his Settings: Austin capital project and promoting Open Med pequele hundred seventy-nin degrees.,"absense of a graphic buyouts over over the like engineering, final design, right of way and construction phases of the planning process.",toARC.,"right of way and building construction phases of of the Liberty Avenue Highway Safety Improvement Program, providing for the payment of the cost thereof not to exceed 12,905,556- an increase of 5,400,000 from the previously authorized amount, and the municipal share of commonwealth incurred costs not to exceed 29,700, an increase of 24,200 from the previously authorized amount."
toARC.,i,"absense of a graphic buyouts over over the like engineering, final design, right of way and construction phases of the planning process.",title will be licensed between closer to testing steps and to moving or meeting the pre-short tapering project program.,"right of way and building construction phases of of the Liberty Avenue Highway Safety Improvement Program, providing for the payment of the cost thereof not to exceed 12,905,556- an increase of 5,400,000 from the previously authorized amount, and the municipal share of commonwealth incurred costs not to exceed 29,700, an increase of 24,200 from the previously authorized amount.",Future resolutions will authorize the project-specific agreements.
"right of way and building construction phases of of the Liberty Avenue Highway Safety Improvement Program, providing for the payment of the cost thereof not to exceed 12,905,556- an increase of 5,400,000 from the previously authorized amount, and the municipal share of commonwealth incurred costs not to exceed 29,700, an increase of 24,200 from the previously authorized amount.",i,title will be licensed between closer to testing steps and to moving or meeting the pre-short tapering project program.,toARC.,Future resolutions will authorize the project-specific agreements.,Motion to approve.
Future resolutions will authorize the project-specific agreements.,i,toARC.,"right of way and building construction phases of of the Liberty Avenue Highway Safety Improvement Program, providing for the payment of the cost thereof not to exceed 12,905,556- an increase of 5,400,000 from the previously authorized amount, and the municipal share of commonwealth incurred costs not to exceed 29,700, an increase of 24,200 from the previously authorized amount.",Motion to approve.,"Second: Any discussion Seeing none, all those in favor say aye, Aye, Aye."
Motion to approve.,i,"right of way and building construction phases of of the Liberty Avenue Highway Safety Improvement Program, providing for the payment of the cost thereof not to exceed 12,905,556- an increase of 5,400,000 from the previously authorized amount, and the municipal share of commonwealth incurred costs not to exceed 29,700, an increase of 24,200 from the previously authorized amount.",Future resolutions will authorize the project-specific agreements.,"Second: Any discussion Seeing none, all those in favor say aye, Aye, Aye.",Any opposed: Affirmative recommendation: Bill 1666.
"Second: Any discussion Seeing none, all those in favor say aye, Aye, Aye.",i,Future resolutions will authorize the project-specific agreements.,Motion to approve.,Any opposed: Affirmative recommendation: Bill 1666.,Bill 1666 resolution providing for a supplemental agreement or agreements with WSP USA Inc.
Any opposed: Affirmative recommendation: Bill 1666.,i,Motion to approve.,"Second: Any discussion Seeing none, all those in favor say aye, Aye, Aye.",Bill 1666 resolution providing for a supplemental agreement or agreements with WSP USA Inc.,"for costs associated with South Negley Avenue Bridge project, providing for the payment of the cost thereof not to exceed 1,188,409."
Bill 1666 resolution providing for a supplemental agreement or agreements with WSP USA Inc.,i,"Second: Any discussion Seeing none, all those in favor say aye, Aye, Aye.",Any opposed: Affirmative recommendation: Bill 1666.,"for costs associated with South Negley Avenue Bridge project, providing for the payment of the cost thereof not to exceed 1,188,409.","39, an increase of 317,588."
"for costs associated with South Negley Avenue Bridge project, providing for the payment of the cost thereof not to exceed 1,188,409.",i,Any opposed: Affirmative recommendation: Bill 1666.,Bill 1666 resolution providing for a supplemental agreement or agreements with WSP USA Inc.,"39, an increase of 317,588.",34 from the previously executed agreement.
"39, an increase of 317,588.",i,Bill 1666 resolution providing for a supplemental agreement or agreements with WSP USA Inc.,"for costs associated with South Negley Avenue Bridge project, providing for the payment of the cost thereof not to exceed 1,188,409.",34 from the previously executed agreement.,Motion to approve.
34 from the previously executed agreement.,i,"for costs associated with South Negley Avenue Bridge project, providing for the payment of the cost thereof not to exceed 1,188,409.","39, an increase of 317,588.",Motion to approve.,"Second: Any discussion Seeing none, all those in favor say aye, Aye, Affirmative recommendation, Bill."
Motion to approve.,i,"39, an increase of 317,588.",34 from the previously executed agreement.,"Second: Any discussion Seeing none, all those in favor say aye, Aye, Affirmative recommendation, Bill.","oh, that takes us to land use and economic development Committee, chaired by Councilman Wilson."
"Second: Any discussion Seeing none, all those in favor say aye, Aye, Affirmative recommendation, Bill.",b,34 from the previously executed agreement.,Motion to approve.,"oh, that takes us to land use and economic development Committee, chaired by Councilman Wilson.","we have one deferred paper, Bill 1698."
"oh, that takes us to land use and economic development Committee, chaired by Councilman Wilson.",b,Motion to approve.,"Second: Any discussion Seeing none, all those in favor say aye, Aye, Affirmative recommendation, Bill.","we have one deferred paper, Bill 1698.","Bill 1698 ordinance supplementing the Pittsburgh Code of Ordinances, Title Nine, Zoning, Article Four, Planning Districts, Chapter 909, Planned Development Districts, Section 909."
"we have one deferred paper, Bill 1698.",b,"Second: Any discussion Seeing none, all those in favor say aye, Aye, Affirmative recommendation, Bill.","oh, that takes us to land use and economic development Committee, chaired by Councilman Wilson.","Bill 1698 ordinance supplementing the Pittsburgh Code of Ordinances, Title Nine, Zoning, Article Four, Planning Districts, Chapter 909, Planned Development Districts, Section 909.","01, SP, Specially Planned District 909."
"Bill 1698 ordinance supplementing the Pittsburgh Code of Ordinances, Title Nine, Zoning, Article Four, Planning Districts, Chapter 909, Planned Development Districts, Section 909.",i,"oh, that takes us to land use and economic development Committee, chaired by Councilman Wilson.","we have one deferred paper, Bill 1698.","01, SP, Specially Planned District 909.",01.
"01, SP, Specially Planned District 909.",i,"we have one deferred paper, Bill 1698.","Bill 1698 ordinance supplementing the Pittsburgh Code of Ordinances, Title Nine, Zoning, Article Four, Planning Districts, Chapter 909, Planned Development Districts, Section 909.",01.,"P, SP9- Bakery Square."
01.,b,"Bill 1698 ordinance supplementing the Pittsburgh Code of Ordinances, Title Nine, Zoning, Article Four, Planning Districts, Chapter 909, Planned Development Districts, Section 909.","01, SP, Specially Planned District 909.","P, SP9- Bakery Square.","by supplementing the certain provisions of Chapter 909, chapter 9 a, 9."
"P, SP9- Bakery Square.",b,"01, SP, Specially Planned District 909.",01.,"by supplementing the certain provisions of Chapter 909, chapter 9 a, 9.","0, 1 P, with the addition of this new section 9 a, 9."
"by supplementing the certain provisions of Chapter 909, chapter 9 a, 9.",i,01.,"P, SP9- Bakery Square.","0, 1 P, with the addition of this new section 9 a, 9.","1, point P, C through F."
